"","TCGA.A1.A0SH.01A.11R.A084.07","TCGA.A1.A0SJ.01A.11R.A084.07","TCGA.A1.A0SK.01A.12R.A084.07","TCGA.A1.A0SO.01A.22R.A084.07","TCGA.A2.A04N.01A.11R.A115.07","TCGA.A2.A04P.01A.31R.A034.07","TCGA.A2.A04Q.01A.21R.A034.07","TCGA.A2.A04V.01A.21R.A034.07","TCGA.A2.A04Y.01A.21R.A034.07","TCGA.A2.A0CL.01A.11R.A115.07","TCGA.A2.A0CM.01A.31R.A034.07","TCGA.A2.A0CP.01A.11R.A034.07","TCGA.A2.A0CQ.01A.21R.A034.07","TCGA.A2.A0CS.01A.11R.A115.07","TCGA.A2.A0CT.01A.31R.A056.07","TCGA.A2.A0CU.01A.12R.A034.07","TCGA.A2.A0CV.01A.31R.A115.07","TCGA.A2.A0CZ.01A.11R.A034.07","TCGA.A2.A0D0.01A.11R.A00Z.07","TCGA.A2.A0D1.01A.11R.A034.07","TCGA.A2.A0D2.01A.21R.A034.07","TCGA.A2.A0D3.01A.11R.A115.07","TCGA.A2.A0D4.01A.11R.A00Z.07","TCGA.A2.A0EO.01A.11R.A034.07","TCGA.A2.A0EQ.01A.11R.A034.07","TCGA.A2.A0ES.01A.11R.A115.07","TCGA.A2.A0EU.01A.22R.A056.07","TCGA.A2.A0EV.01A.11R.A034.07","TCGA.A2.A0EW.01A.21R.A115.07","TCGA.A2.A0EX.01A.21R.A034.07","TCGA.A2.A0EY.01A.11R.A034.07","TCGA.A2.A0ST.01A.12R.A084.07","TCGA.A2.A0SU.01A.11R.A084.07","TCGA.A2.A0SV.01A.11R.A084.07","TCGA.A2.A0SW.01A.11R.A084.07","TCGA.A2.A0SX.01A.12R.A084.07","TCGA.A2.A0T0.01A.22R.A084.07","TCGA.A2.A0T1.01A.21R.A084.07","TCGA.A2.A0T2.01A.11R.A084.07","TCGA.A2.A0T3.01A.21R.A115.07","TCGA.A2.A0T4.01A.31R.A084.07","TCGA.A2.A0T6.01A.11R.A084.07","TCGA.A2.A0T7.01A.21R.A084.07","TCGA.A2.A0YC.01A.11R.A109.07","TCGA.A2.A0YD.01A.11R.A109.07","TCGA.A2.A0YF.01A.21R.A109.07","TCGA.A2.A0YG.01A.21R.A109.07","TCGA.A2.A0YH.01A.11R.A109.07","TCGA.A2.A0YI.01A.31R.A10J.07","TCGA.A2.A0YK.01A.22R.A109.07","TCGA.A2.A0YL.01A.21R.A109.07","TCGA.A2.A0YM.01A.11R.A109.07","TCGA.A7.A0CD.01A.11R.A00Z.07","TCGA.A7.A0CE.01A.11R.A00Z.07","TCGA.A7.A0CG.01A.12R.A056.07","TCGA.A7.A0CH.01A.21R.A00Z.07","TCGA.A7.A0CJ.01A.21R.A00Z.07","TCGA.A7.A0D9.01A.31R.A056.07","TCGA.A7.A0DA.01A.31R.A115.07","TCGA.A7.A0DB.01A.11R.A00Z.07","TCGA.A7.A13D.01A.13R.A12P.07","TCGA.A7.A13F.01A.11R.A12P.07","TCGA.A8.A06N.01A.12R.A056.07","TCGA.A8.A06P.01A.11R.A00Z.07","TCGA.A8.A06Y.01A.21R.A00Z.07","TCGA.A8.A06Z.01A.11R.A00Z.07","TCGA.A8.A075.01A.11R.A084.07","TCGA.A8.A076.01A.21R.A00Z.07","TCGA.A8.A079.01A.21R.A00Z.07","TCGA.A8.A07E.01A.11R.A034.07","TCGA.A8.A07F.01A.11R.A00Z.07","TCGA.A8.A07I.01A.11R.A00Z.07","TCGA.A8.A07O.01A.11R.A00Z.07","TCGA.A8.A07P.01A.11R.A00Z.07","TCGA.A8.A07R.01A.21R.A034.07","TCGA.A8.A07W.01A.11R.A00Z.07","TCGA.A8.A07Z.01A.11R.A00Z.07","TCGA.A8.A081.01A.11R.A00Z.07","TCGA.A8.A082.01A.11R.A00Z.07","TCGA.A8.A083.01A.21R.A00Z.07","TCGA.A8.A084.01A.21R.A00Z.07","TCGA.A8.A085.01A.11R.A00Z.07","TCGA.A8.A086.01A.11R.A00Z.07","TCGA.A8.A08A.01A.11R.A00Z.07","TCGA.A8.A08G.01A.11R.A00Z.07","TCGA.A8.A08H.01A.21R.A00Z.07","TCGA.A8.A08J.01A.11R.A00Z.07","TCGA.A8.A08L.01A.11R.A00Z.07","TCGA.A8.A08O.01A.21R.A056.07","TCGA.A8.A08T.01A.21R.A00Z.07","TCGA.A8.A08X.01A.21R.A00Z.07","TCGA.A8.A08Z.01A.21R.A00Z.07","TCGA.A8.A091.01A.11R.A00Z.07","TCGA.A8.A094.01A.11R.A00Z.07","TCGA.A8.A099.01A.11R.A00Z.07","TCGA.A8.A09A.01A.11R.A00Z.07","TCGA.A8.A09B.01A.11R.A00Z.07","TCGA.A8.A09C.01A.11R.A00Z.07","TCGA.A8.A09G.01A.21R.A00Z.07","TCGA.A8.A09I.01A.22R.A034.07","TCGA.A8.A09M.01A.11R.A00Z.07","TCGA.A8.A09R.01A.11R.A00Z.07","TCGA.A8.A09X.01A.11R.A00Z.07","TCGA.A8.A0A4.01A.11R.A00Z.07","TCGA.A8.A0A7.01A.11R.A040.07","TCGA.AN.A041.01A.11R.A034.07","TCGA.AN.A049.01A.21R.A00Z.07","TCGA.AN.A04A.01A.21R.A034.07","TCGA.AN.A04D.01A.21R.A034.07","TCGA.AN.A0AJ.01A.11R.A00Z.07","TCGA.AN.A0AL.01A.11R.A00Z.07","TCGA.AN.A0AM.01A.11R.A034.07","TCGA.AN.A0AR.01A.11R.A00Z.07","TCGA.AN.A0AS.01A.11R.A00Z.07","TCGA.AN.A0FD.01A.11R.A034.07","TCGA.AN.A0FF.01A.11R.A034.07","TCGA.AN.A0FJ.01A.11R.A00Z.07","TCGA.AN.A0FK.01A.11R.A034.07","TCGA.AN.A0FL.01A.11R.A034.07","TCGA.AN.A0FS.01A.11R.A034.07","TCGA.AN.A0FT.01A.11R.A034.07","TCGA.AN.A0FV.01A.11R.A00Z.07","TCGA.AN.A0FW.01A.11R.A034.07","TCGA.AN.A0FX.01A.11R.A034.07","TCGA.AN.A0FY.01A.11R.A034.07","TCGA.AN.A0FZ.01A.11R.A034.07","TCGA.AN.A0XN.01A.21R.A109.07","TCGA.AN.A0XO.01A.11R.A109.07","TCGA.AN.A0XP.01A.11R.A109.07","TCGA.AN.A0XS.01A.22R.A109.07","TCGA.AN.A0XT.01A.11R.A109.07","TCGA.AN.A0XU.01A.11R.A109.07","TCGA.AN.A0XW.01A.11R.A109.07","TCGA.AO.A03L.01A.41R.A056.07","TCGA.AO.A03N.01B.11R.A10J.07","TCGA.AO.A03O.01A.11R.A00Z.07","TCGA.AO.A03U.01B.21R.A10J.07","TCGA.AO.A0J2.01A.11R.A034.07","TCGA.AO.A0J3.01A.11R.A034.07","TCGA.AO.A0J6.01A.11R.A034.07","TCGA.AO.A0J7.01A.11R.A034.07","TCGA.AO.A0J8.01A.21R.A034.07","TCGA.AO.A0J9.01A.11R.A034.07","TCGA.AO.A0JB.01A.11R.A056.07","TCGA.AO.A0JC.01A.11R.A056.07","TCGA.AO.A0JD.01A.11R.A056.07","TCGA.AO.A0JE.01A.11R.A056.07","TCGA.AO.A0JF.01A.11R.A056.07","TCGA.AO.A0JG.01A.31R.A084.07","TCGA.AO.A0JI.01A.21R.A056.07","TCGA.AO.A0JJ.01A.11R.A056.07","TCGA.AO.A0JL.01A.11R.A056.07","TCGA.AO.A0JM.01A.21R.A056.07","TCGA.AO.A126.01A.11R.A10J.07","TCGA.AO.A129.01A.21R.A10J.07","TCGA.AO.A12A.01A.21R.A115.07","TCGA.AO.A12B.01A.11R.A10J.07","TCGA.AO.A12D.01A.11R.A115.07","TCGA.AO.A12E.01A.11R.A10J.07","TCGA.AO.A12F.01A.11R.A115.07","TCGA.AO.A12G.01A.11R.A10J.07","TCGA.AO.A12H.01A.11R.A115.07","TCGA.AQ.A04L.01B.21R.A10J.07","TCGA.AR.A0TP.01A.11R.A084.07","TCGA.AR.A0TQ.01A.11R.A084.07","TCGA.AR.A0TR.01A.11R.A084.07","TCGA.AR.A0TS.01A.11R.A115.07","TCGA.AR.A0TT.01A.31R.A084.07","TCGA.AR.A0TV.01A.21R.A084.07","TCGA.AR.A0TX.01A.11R.A084.07","TCGA.AR.A0TY.01A.12R.A115.07","TCGA.AR.A0TZ.01A.12R.A084.07","TCGA.AR.A0U1.01A.11R.A115.07","TCGA.AR.A0U3.01A.11R.A109.07","TCGA.AR.A0U4.01A.11R.A109.07","TCGA.AR.A1AH.01A.11R.A12D.07","TCGA.AR.A1AI.01A.11R.A12P.07","TCGA.AR.A1AJ.01A.21R.A12P.07","TCGA.AR.A1AK.01A.21R.A12P.07","TCGA.AR.A1AL.01A.21R.A12P.07","TCGA.AR.A1AO.01A.11R.A12P.07","TCGA.AR.A1AP.01A.11R.A12P.07","TCGA.AR.A1AQ.01A.11R.A12P.07","TCGA.AR.A1AS.01A.11R.A12P.07","TCGA.AR.A1AU.01A.11R.A12P.07","TCGA.AR.A1AV.01A.21R.A12P.07","TCGA.AR.A1AW.01A.21R.A12P.07","TCGA.AR.A1AX.01A.11R.A12P.07","TCGA.AR.A1AY.01A.21R.A12P.07","TCGA.B6.A0I2.01A.11R.A034.07","TCGA.B6.A0I9.01A.11R.A034.07","TCGA.B6.A0IB.01A.11R.A034.07","TCGA.B6.A0IJ.01A.11R.A034.07","TCGA.B6.A0IK.01A.12R.A056.07","TCGA.B6.A0IO.01A.11R.A034.07","TCGA.B6.A0IQ.01A.11R.A034.07","TCGA.B6.A0RG.01A.11R.A056.07","TCGA.B6.A0RH.01A.21R.A115.07","TCGA.B6.A0RL.01A.11R.A084.07","TCGA.B6.A0RM.01A.11R.A084.07","TCGA.B6.A0RN.01A.12R.A084.07","TCGA.B6.A0RO.01A.22R.A084.07","TCGA.B6.A0RP.01A.21R.A084.07","TCGA.B6.A0RQ.01A.11R.A115.07","TCGA.B6.A0RT.01A.21R.A084.07","TCGA.B6.A0RU.01A.11R.A084.07","TCGA.B6.A0RV.01A.11R.A084.07","TCGA.B6.A0WX.01A.11R.A109.07","TCGA.B6.A0X0.01A.21R.A115.07","TCGA.BH.A0AU.01A.11R.A12P.07","TCGA.BH.A0AV.01A.31R.A115.07","TCGA.BH.A0AY.01A.21R.A00Z.07","TCGA.BH.A0AZ.01A.21R.A12P.07","TCGA.BH.A0B0.01A.21R.A115.07","TCGA.BH.A0B3.01A.11R.A056.07","TCGA.BH.A0B4.01A.11R.A00Z.07","TCGA.BH.A0B5.01A.11R.A12P.07","TCGA.BH.A0B7.01A.12R.A115.07","TCGA.BH.A0B9.01A.11R.A056.07","TCGA.BH.A0BA.01A.11R.A056.07","TCGA.BH.A0BC.01A.22R.A084.07","TCGA.BH.A0BF.01A.21R.A12P.07","TCGA.BH.A0BJ.01A.11R.A056.07","TCGA.BH.A0BM.01A.11R.A056.07","TCGA.BH.A0BO.01A.23R.A12D.07","TCGA.BH.A0BP.01A.11R.A115.07","TCGA.BH.A0BQ.01A.21R.A115.07","TCGA.BH.A0BR.01A.21R.A115.07","TCGA.BH.A0BS.01A.11R.A12P.07","TCGA.BH.A0BT.01A.11R.A12P.07","TCGA.BH.A0BV.01A.11R.A00Z.07","TCGA.BH.A0BW.01A.11R.A115.07","TCGA.BH.A0BZ.01A.31R.A12P.07","TCGA.BH.A0C0.01A.21R.A056.07","TCGA.BH.A0C1.01B.11R.A12D.07","TCGA.BH.A0C3.01A.21R.A12P.07","TCGA.BH.A0C7.01B.11R.A115.07","TCGA.BH.A0DD.01A.31R.A12P.07","TCGA.BH.A0DG.01A.21R.A12P.07","TCGA.BH.A0DH.01A.11R.A084.07","TCGA.BH.A0DI.01A.21R.A12P.07","TCGA.BH.A0DK.01A.21R.A056.07","TCGA.BH.A0DL.01A.11R.A115.07","TCGA.BH.A0DP.01A.21R.A056.07","TCGA.BH.A0DS.01A.11R.A056.07","TCGA.BH.A0DT.01A.21R.A12D.07","TCGA.BH.A0E0.01A.11R.A056.07","TCGA.BH.A0E1.01A.11R.A056.07","TCGA.BH.A0E6.01A.11R.A034.07","TCGA.BH.A0E7.01A.11R.A034.07","TCGA.BH.A0E9.01B.11R.A115.07","TCGA.BH.A0EA.01A.11R.A115.07","TCGA.BH.A0EE.01A.11R.A034.07","TCGA.BH.A0EI.01A.11R.A115.07","TCGA.BH.A0GY.01A.11R.A056.07","TCGA.BH.A0H5.01A.21R.A115.07","TCGA.BH.A0H6.01A.21R.A056.07","TCGA.BH.A0H7.01A.13R.A056.07","TCGA.BH.A0H9.01A.11R.A056.07","TCGA.BH.A0HA.01A.11R.A12P.07","TCGA.BH.A0HK.01A.11R.A056.07","TCGA.BH.A0HP.01A.12R.A084.07","TCGA.BH.A0HU.01A.11R.A034.07","TCGA.BH.A0HW.01A.11R.A034.07","TCGA.BH.A0HX.01A.21R.A056.07","TCGA.BH.A0RX.01A.21R.A084.07","TCGA.BH.A0W4.01A.11R.A109.07","TCGA.BH.A0W5.01A.11R.A109.07","TCGA.BH.A18F.01A.11R.A12D.07","TCGA.BH.A18H.01A.11R.A12D.07","TCGA.BH.A18J.01A.11R.A12D.07","TCGA.BH.A18L.01A.32R.A12D.07","TCGA.BH.A18M.01A.11R.A12D.07","TCGA.BH.A18N.01A.11R.A12D.07","TCGA.BH.A18P.01A.11R.A12D.07","TCGA.BH.A18Q.01A.12R.A12D.07","TCGA.BH.A18R.01A.11R.A12D.07","TCGA.BH.A18S.01A.11R.A12D.07","TCGA.BH.A18T.01A.11R.A12D.07","TCGA.BH.A18U.01A.21R.A12D.07","TCGA.BH.A18V.01A.11R.A12D.07","TCGA.C8.A12K.01A.21R.A115.07","TCGA.C8.A12L.01A.11R.A115.07","TCGA.C8.A12M.01A.11R.A115.07","TCGA.C8.A12N.01A.11R.A115.07","TCGA.C8.A12P.01A.11R.A115.07","TCGA.C8.A12Q.01A.11R.A115.07","TCGA.C8.A12T.01A.11R.A115.07","TCGA.C8.A12U.01A.11R.A115.07","TCGA.C8.A12V.01A.11R.A115.07","TCGA.C8.A12W.01A.11R.A115.07","TCGA.C8.A12X.01A.11R.A115.07","TCGA.C8.A12Y.01A.11R.A12D.07","TCGA.C8.A12Z.01A.11R.A115.07","TCGA.C8.A130.01A.31R.A115.07","TCGA.C8.A131.01A.11R.A115.07","TCGA.C8.A132.01A.31R.A115.07","TCGA.C8.A133.01A.32R.A12D.07","TCGA.C8.A134.01A.11R.A115.07","TCGA.C8.A135.01A.11R.A115.07","TCGA.C8.A138.01A.11R.A115.07","TCGA.D8.A13Y.01A.11R.A115.07","TCGA.D8.A13Z.01A.11R.A115.07","TCGA.D8.A142.01A.11R.A115.07","TCGA.D8.A145.01A.11R.A115.07","TCGA.D8.A147.01A.11R.A115.07","TCGA.E2.A107.01A.11R.A10J.07","TCGA.E2.A108.01A.13R.A10J.07","TCGA.E2.A109.01A.11R.A10J.07","TCGA.E2.A10A.01A.21R.A115.07","TCGA.E2.A10B.01A.11R.A10J.07","TCGA.E2.A10C.01A.21R.A10J.07","TCGA.E2.A10E.01A.21R.A10J.07","TCGA.E2.A14O.01A.31R.A115.07","TCGA.E2.A14P.01A.31R.A12D.07","TCGA.E2.A14Q.01A.11R.A12D.07","TCGA.E2.A14S.01A.11R.A12D.07","TCGA.E2.A14V.01A.11R.A12D.07","TCGA.E2.A14W.01A.11R.A12D.07","TCGA.E2.A14X.01A.11R.A115.07","TCGA.E2.A14Y.01A.21R.A12D.07","TCGA.E2.A14Z.01A.11R.A115.07","TCGA.E2.A150.01A.11R.A12D.07","TCGA.E2.A152.01A.11R.A12D.07","TCGA.E2.A153.01A.12R.A12D.07","TCGA.E2.A154.01A.11R.A115.07","TCGA.E2.A155.01A.11R.A12D.07","TCGA.E2.A156.01A.11R.A12D.07","TCGA.E2.A158.01A.11R.A12D.07","TCGA.E2.A159.01A.11R.A115.07","TCGA.E2.A15A.01A.11R.A12D.07","TCGA.E2.A15C.01A.31R.A12D.07","TCGA.E2.A15E.01A.11R.A12D.07","TCGA.E2.A15G.01A.11R.A12D.07","TCGA.E2.A15H.01A.11R.A12D.07","TCGA.E2.A15J.01A.11R.A12P.07","TCGA.E2.A15K.01A.11R.A12P.07","TCGA.E2.A15M.01A.11R.A12D.07","TCGA.E2.A15O.01A.11R.A115.07","TCGA.E2.A15P.01A.11R.A115.07","TCGA.E2.A15R.01A.11R.A115.07","TCGA.E2.A1B0.01A.11R.A12P.07","TCGA.E2.A1B1.01A.21R.A12P.07","TCGA.E2.A1B4.01A.11R.A12P.07","TCGA.E2.A1B5.01A.21R.A12P.07","TCGA.E2.A1B6.01A.31R.A12P.07","TCGA.E2.A1BC.01A.11R.A12P.07","TCGA.E2.A1BD.01A.11R.A12P.07"
"1",0.29275,0.30675,0.43375,-0.728,0.003,2.44275,2.3875,-0.43675,-1.07525,-0.99625,2.4855,1.2035,-2.89625,-1.066,-0.44475,-1.15375,0.1915,1.72175,1.4045,-0.556,2.47275,-3.043,-2.40625,1.61925,1.1395,0.722,-0.28675,0.4735,0.8695,0.17175,-1.4055,2.1975,-0.23725,-0.2655,-2.90575,1.25125,0.602,1.2475,-0.5035,-1.1405,0.4745,-0.67825,0.63825,-0.9715,0.67025,-0.5045,-0.0165,-0.48825,-0.39425,0.41475,-0.01675,1.8565,-1.32175,0.89225,1.265,0.25775,-1.59975,-2.10475,-0.143,0.44725,2.05625,-0.4235,-7.68175,-1.79625,-1.23625,-2.14825,-1.7995,-0.61675,-2.18,0.25825,-0.695,0.38525,1.5565,-1.1975,0.834,0.2655,-2.44375,-1.893,-0.03375,-3.36,-0.54175,-1.99975,0.88475,-0.44375,-1.0005,1.8855,-0.24,-2.40825,0.77175,-0.6105,-0.5,0.93875,0.091,0.126,-0.0235,1.1595,-0.42975,-0.82625,-1.85625,-0.8445,-0.242,0.66775,-2.31625,1.047,0.21225,1.217,0.03575,0.1585,-2.747,1.13075,2.06525,-2.607,1.833,1.049,-0.77225,-1.1035,1.288,-1.69975,-0.02425,-0.09625,-3.42075,-0.604,0.05975,0.88925,-1.336,-0.73825,0.8205,-0.003,-0.4315,-0.2175,0.3505,2.11,0.14825,0.349,-1.26925,0.34325,2.028,0.51375,-1.74925,2.088,0.6345,0.9955,0.35125,1.19075,-1.89925,0.748,0.23375,-0.2065,0.373,-3.12425,0.6305,-3.74075,-0.253,-4.0775,1.9615,0.03625,-4.22175,0.816,-0.11525,0.59175,-0.38375,-2.529,-2.169,-1.35725,-0.14925,-7.0325,-0.43975,-1.15075,-3.099,0.33425,0.59525,-0.44525,1.16575,-0.73625,1.5445,2.4825,0.35725,0.40375,0.61125,-1.19025,1.5845,-0.28325,0.44425,-2.3955,0.706,-0.3875,-1.014,1.4665,1.802,0.955,1.14425,-3.08725,1.91825,1.717,0.665,1.8115,-0.883,-1.589,-1.7085,-5.8625,-3.31575,0.375,-1.6575,1.812,1.5215,1.50925,1.1415,1.80875,-0.309,0.20775,1.233,-1.20475,0.395,0.583,1.89425,-1.07925,-0.75825,0.438,2.08675,0.78125,1.53525,-0.23775,0.811,1.4445,0.8315,-0.47,0.58775,0.64075,-0.2705,-1.14875,-0.4535,-0.68375,0.26725,-1.66275,-0.227,-1.55325,0.2795,0.34975,0.4065,-0.73225,0.4345,0.859,0.8025,1.5155,0.87575,0.1065,-5.73925,0.72825,1.91525,0.1695,0.53125,-0.1905,-1.02675,1.104,0.8525,0.6025,-0.74475,0.9945,0.017,-0.303,-2.2995,1.2745,-1.34825,-4.0905,-1.2825,2.05925,0.88575,0.76975,-0.141,0.56625,-0.77475,-2.181,0.387,-1.38975,0.25375,0.991,-1.6205,-3.59,0.214,-0.1665,0.38425,0.99425,0.198,-4.7365,-1.418,-0.58775,-0.14525,-1.1135,-4.082,1.472,-0.9085,-5.3275,-1.882,-0.536,-0.53675,-0.93225,0.46225,-3.29925,1.13825,-0.09525,-0.0165,-4.398,0.40725,0.049,0.4935,-0.0785,0.278,1.173,-1.6535,-0.084,-0.299,-3.72125,0.87925,0.41125,-0.2085,1.02,-4.55225,0.686,-3.47675,0.71275,0.89325,0.60425,0.91625,-0.8475,-0.43575,-1.07675,-6.55125,-3.7245,-3.10075,-0.5485,0.149,0.436,-0.042,-4.24275,0.65425,-1.8455,0.0765,-1.35325,-1.20325,-0.633,-0.0375,0.4035,0.96225,0.09875,0.9075,0.74825,-0.70575,0.2035
"2",0.123833,1.768333,-0.108167,-0.238667,1.8565,2.016167,4.457333,-1.528333,-0.898833,2.665,2.8565,-1.277167,-3.412333,-0.112167,3.594667,0.271667,2.836667,0.94,2.451333,-1.125333,3.035333,3.005667,-1.340167,2.0725,4.8195,-0.030167,0.0625,0.4955,2.679667,3.749333,1.556167,3.6845,-1.8,-1.024167,2.7905,2.325333,-0.467333,2.405,-0.387,2.851667,-0.687333,1.858333,-2.242167,-2.1185,0.1025,-0.684333,0.273333,2.33,-0.077167,2.262167,-0.643833,0.951667,-3.6825,-0.590833,1.456333,-0.469167,-1.175,-3.185833,-2.278667,-2.700833,-2.895733,-3.398,1.112667,-2.304667,-1.0785,-3.246667,1.585833,-0.203833,-1.352667,-1.508333,-0.527833,0.757667,0.000333,-2.612833,-2.099833,0.0935,-1.570833,2.614333,-3.852333,4.8525,-1.971167,-3.549167,-3.637667,3.624,-0.000333,-1.025167,-0.986333,0.948,-1.049,-0.054667,1.050667,-1.420333,-1.009333,2.9075,-1.782667,-0.068,-3.076333,-3.088833,3.245167,3.146333,1.884333,1.626667,2.187833,-0.2325,4.0965,-0.900833,-0.926833,-3.006,-1.3385,2.519,2.221,0.933167,-2.877833,-2.161167,1.308167,1.3425,-0.512333,-1.475833,-3.239667,-0.990333,-2.3385,1.2375,-1.762667,-0.542667,-1.231,0.6915,-1.389,-3.068167,-1.911667,1.699667,-2.061667,1.650167,2.784167,1.2395,-2.291167,2.875833,-1.0425,2.679167,-1.440333,2.725,-2.134733,0.462333,-2.236733,0.198667,4.2905,2.596,2.541167,-0.972167,1.541667,1.080667,1.370167,0.7285,1.272833,-0.720167,2.663,-0.111,-2.852167,2.959333,-2.526833,-1.714167,-2.146167,-1.0925,5.0185,-3.281333,1.482833,-0.368333,2.777667,2.9545,2.1005,2.810333,-0.824667,-1.0005,1.458167,0.5585,2.582333,-3.407833,3.488333,2.761333,1.698333,0.448,2.985667,-0.377667,3.047,-2.359833,-1.487833,2.961833,-3.012333,3.708667,-1.7215,2.9025,-0.223167,-3.267667,3.793333,1.037667,-1.712,1.353,-1.512667,-0.82,-1.613667,-2.617333,-0.651167,-2.637,-1.238,-0.4295,4.027,-2.158167,0.193,2.6435,4.322333,1.765,-1.638833,-1.777333,-0.850667,1.7575,2.424833,0.139667,-1.846833,2.2955,2.939667,0.571,0.3705,3.162,-1.655833,-0.571667,-0.9615,-0.955667,-0.381333,0.286333,1.456667,-2.1625,-2.253333,2.963667,2.099833,3.976,0.500833,-0.944167,-0.2505,2.005167,1.796667,-2.599167,0.1705,2.9515,2.932,1.309833,1.399167,2.312667,-0.4255,0.032333,3.181667,-3.202667,-1.344333,0.198167,2.085333,-0.704667,1.693833,3.471833,-2.318933,0.301333,-1.961833,-0.550833,-1.1365,-1.949833,-1.713933,-3.325,-0.9545,3.664833,-2.235667,3.138,0.131667,2.411833,-2.706667,-1.879667,-0.680333,-3.563833,1.227167,1.618833,-1.126,-3.248667,3.4885,1.681667,2.041333,2.7895,2.115,0.338333,-0.036,1.272333,1.0635,3.316167,1.679167,4.071333,-0.776833,-3.273833,-0.505833,-1.114833,-0.928,-0.5885,2.164333,-2.550333,2.102333,-0.676333,1.803833,-0.263667,1.751667,0.913667,0.929333,0.6925,-3.377833,2.592167,0.719,-2.519667,-1.288167,0.880667,-0.680667,-2.0125,1.6155,-1.102333,-3.339,-1.790933,-3.182,2.119167,0.389333,1.5675,1.101,-2.5685,-2.4495,-2.834167,-1.309167,-1.975333,0.786,3.300833,2.0895,1.991333,0.261667,-1.095167,-0.084333,3.783333,2.658,-0.089667,-1.124667,-2.5745,-3.403167,2.193167,1.704833,-1.259333,2.898167,2.8255,-0.286333,-1.8195
"3",-1.0325,0.347,-1.0495,0.2155,0.185,1.7685,4.4905,-1.0305,0.7155,4.33875,2.80425,-0.67175,-2.11675,-2.582,-1.38225,-1.9135,0.3575,0.78375,0.46225,-0.7715,1.81425,0.2145,-1.2395,0.32975,4.00475,-0.3025,-1.80475,0.40825,-0.553,-0.321,0.60175,4.30225,-0.603,0.2355,3.866,3.663,-0.3895,3.4445,0.78425,-1.038,0.369,0.3375,-0.9325,-0.49025,-0.07075,-0.907333,0.75325,3.634,1.74475,2.0535,0.00775,2.148,-0.86275,1.03875,1.37225,-1.986,0.1615,-1.989,-1.27675,-1.3145,-2.39475,-2.95225,-1.37725,0.05575,-2.05425,-1.864,2.69975,0.32775,0.03825,-1.49875,-0.1185,2.1525,0.8225,-0.18625,1.196,-0.7355,-0.3465,2.69775,-2.8415,-2.15875,-1.4415,-2.8515,-1.52825,-0.84725,-0.34175,1.70675,1.2105,1.6785,-0.71875,-0.77175,4.1595,-1.60475,-0.06575,3.013,-1.41,0.019,-1.8135,-2.9275,2.311,1.88575,2.0295,1.6575,2.7405,-1.47825,4.4605,-1.02125,-0.00775,-0.34025,-1.686,1.84675,2.8515,0.97575,-1.41575,-2.475,0.601,0.23475,-1.55225,1.1595,-1.931,-2.60125,-1.66875,-2.2825,-1.22125,-0.1485,-2.1305,-2.136,-1.3925,-2.58025,-0.81525,2.52975,-0.4145,2.00075,2.4135,1.287,-1.521,2.74075,1.0625,0.763,-0.92175,1.7455,-1.858,-0.173,-1.2325,-0.01825,3.50775,0.52225,2.89,-1.17825,1.10275,0.171,2.63425,-0.621,-0.843,-1.74625,2.95075,-0.1565,-0.48375,3.47225,-0.1745,-1.02275,-0.94925,-1.9415,-2.26525,-2.35125,1.9335,0.15225,2.89775,3.87325,2.179,2.37575,-0.49825,-1.959,2.50175,-0.10625,2.457,-1.5385,3.7525,3.373,1.37275,-0.71325,1.59875,-0.2775,4.41825,-3.2165,-0.5155,5.4645,-1.76825,2.95975,-0.25975,3.428,1.41075,-2.47325,4.6355,-0.106,-0.7755,1.6505,-1.83875,0.9665,-3.121,-1.19675,-0.8865,-1.80525,-0.88375,-0.802,4.3485,-0.29975,0.60425,1.07325,-1.73375,1.448,-0.29475,-0.46275,-0.58875,-0.195,3.1015,0.0395,-0.1705,1.57425,1.305,0.7795,0.88175,3.821,-0.17975,-0.2245,0.11375,-0.23725,0.344,-0.736,-0.3185,-1.74125,-0.03,3.75025,1.426,3.828,0.0095,0.68225,-0.665,0.6085,0.058,2.02625,1.09825,2.6015,2.6095,-0.2745,1.8255,0.2295,-1.48875,-1.9505,2.098,-2.64225,0.50475,-0.053,1.677,0.4255,0.359,4.053,-2.6835,-1.36575,-1.60125,-0.50375,1.04725,-0.4705,-1.253,-2.46275,-1.00875,3.74325,-1.4495,2.2535,1.07175,2.52375,-1.98525,-0.279,0.255,-2.42475,-0.11125,0.59525,0.33,-1.949,-1.38925,1.69875,2.08025,3.79825,1.244,1.714,-1.819,1.62025,0.9875,-0.448,2.29375,4.6585,2.81275,-0.24975,0.5745,-0.357,0.42925,2.18425,2.1205,-1.51775,1.755,1.284,2.04575,-2.11425,0.699,2.5965,2.56975,1.11025,-2.085,2.999,1.63175,-0.30025,-1.16825,0.45325,-0.2845,-0.7585,1.0765,-0.584,-0.232,-1.66275,-2.211,3.59375,0.8095,1.99475,0.69525,-1.40925,-2.19675,-2.1285,-0.57525,-2.1245,-0.39425,3.545,1.9745,1.17075,-1.78275,-2.7035,-1.02175,-2.204,1.417,1.9625,-1.22,-0.408,-1.97475,1.84825,1.13325,-2.19625,3.0905,2.0805,-1.6235,-1.40675
