YGR044C,-0.88662,-1.1878,-1.5536,-1.8118,-1.672,0.17843,1.2112,0.8777,0.038572,-0.35948,-0.96193,0.24297,1.1144,1.3188,0.86694,0.25373,0.027813,0.070846,0.93149,1.1466,1.0391
YGR062C,-0.4472,0.6522,-0.65998,-1.7239,0.29755,0.58127,1.4679,0.40395,-0.90823,-0.23441,-1.0501,0.19116,0.72312,1.5388,0.90045,-0.4472,-0.41173,0.12023,0.47487,0.97137,1.0778
YJL218W,-1.2218,0.19673,0.14111,-0.22048,0.28018,1.2259,3.006,1.9212,-0.19266,-0.30392,-1.1105,-0.081407,0.7252,1.1702,-0.33173,-1.194,-1.333,-1.3887,-0.49862,-0.49862,-0.72113
YNL173C,-0.91846,-1.0748,-1.3428,-1.7225,-1.5885,-0.20374,0.86834,0.91301,0.13129,-0.47176,-0.91846,-0.1144,0.73433,1.382,0.91301,0.39931,0.019611,0.30997,1.0023,1.181,1.1364
YNL192W,-0.20783,0.11232,0.013815,-1.5131,-0.74963,0.70338,1.8362,1.1467,-0.4541,-0.42947,-1.1437,0.67875,1.1713,0.9004,-0.010812,-1.2914,-0.89739,-0.70037,0.26009,0.53099,-0.38022
YOL006C,-0.45187,0.28639,-0.17063,-2.1393,-1.155,0.70825,2.1496,1.552,-0.10032,-0.45187,-0.73312,0.49732,0.60279,0.70825,0.21608,-0.87374,-0.69796,-0.73312,0.14577,0.075455,-1.0144
YOR342C,0.64375,0.51453,-0.26081,-1.973,-0.97153,0.67606,2.0652,1.7421,0.22378,-0.68078,-1.0685,0.15916,0.57914,0.61144,0.32069,-0.87462,-0.81001,-0.87462,-0.2285,0.029942,-0.32542
YGR289C,-0.61469,0.13482,0.22851,-1.3174,-0.23993,-0.19309,1.0717,1.587,-0.521,0.22851,-0.84891,0.83748,0.3222,1.1654,0.55642,-0.89575,-0.099401,0.18166,0.79064,1.3528,0.46273
YLR194C,1.4122,1.0793,0.53239,-0.10961,-0.49005,1.2457,1.7688,0.96038,0.24705,-0.60894,-1.0132,0.1995,0.96038,0.69883,-0.39494,-1.2509,-1.9643,-1.6552,-0.18094,-0.46627,-0.58516
YMR251W-A,2.3409,1.7662,0.042052,-1.7108,-0.21657,0.35814,0.76044,0.78917,-0.67633,-0.84875,-1.6821,-0.18783,0.12826,0.7317,-0.10163,-1.0499,0.042052,-0.41772,-0.015419,0.30067,0.78917
YGL055W,-1.1855,-2.131,-1.4004,-1.207,0.96329,1.5005,1.6294,1.4145,0.2327,0.039307,-0.26152,0.25419,0.44758,0.46907,-0.26152,-0.77724,-0.41194,-0.21855,0.060795,0.31865,0.49056
YLR049C,0.22881,0.24031,-1.0243,-2.2085,-1.9441,0.74616,1.7349,1.0106,-0.4035,-0.66793,-1.3347,0.43575,1.0106,0.86113,0.41276,-0.44949,-0.4265,-0.30003,0.57371,0.78065,0.30929
YIL159W,-0.011328,0.14348,-0.32095,-1.9464,-1.2885,-0.05003,1.7303,1.6529,0.33699,-0.39835,-0.74667,-0.05003,0.18218,0.64661,0.25959,-0.70797,-0.28224,-0.55316,-0.16614,0.14348,-0.90148
YOR374W,-0.28534,-0.50992,-0.55076,-1.6328,-1.2653,-1.2653,-0.91826,0.32717,0.22508,0.061748,-0.77534,-0.30575,0.123,1.8176,1.8176,0.71509,0.38842,0.082165,0.613,1.348,1.6747
YBR071W,1.7129,0.90524,-0.72168,-1.8102,-2.0209,0.57752,1.5256,1.0691,-0.089639,-0.81532,-1.4942,0.062519,0.7999,0.71797,0.2732,-0.45248,-0.74509,-0.7685,0.2849,0.42536,0.2732
YER111C,1.2013,0.54199,-1.0613,-2.1552,-1.7806,-0.012426,1.4411,1.3661,0.21234,-0.86653,-1.2112,-0.22221,0.54199,0.70682,0.60193,-0.1323,-0.3271,-0.417,0.3472,0.61692,0.13742
YKL163W,3.4642,1.7383,0.65168,-0.69065,-0.65869,0.44394,0.84344,0.28413,-0.41899,-0.53085,-1.0262,0.028452,0.26815,0.10835,-0.38703,-0.86643,-0.93035,-0.77055,-0.17929,-0.051448,-0.30713
YOR347C,1.0825,0.65548,-0.10714,-1.6629,-1.1748,-0.5342,0.31993,0.28942,-0.19865,-0.44269,-1.2663,-0.046129,0.47245,1.2961,1.1741,0.1674,-0.25966,0.01488,0.96052,1.052,1.4486
YDL102W,-0.62553,0.92694,-0.12874,-1.8675,-0.65658,0.11965,1.7032,1.9826,-0.066642,-0.097692,-0.84288,0.2128,0.337,0.92694,0.67854,-0.99812,-0.31504,-0.78078,-0.37714,0.30595,-0.59448
YKR077W,1.6978,0.68706,-0.82908,-1.8179,-2.2353,0.11576,1.3462,1.0606,0.23661,-0.5654,-1.4114,-0.34567,0.77495,0.78593,0.50029,-0.038051,-0.41159,-0.51047,0.23661,0.6541,0.4893
YPR018W,1.2698,1.1768,-0.61448,-1.8474,-1.1263,0.43235,1.7816,1.4326,0.29277,-0.94016,-1.2658,-0.54469,0.36256,0.54866,0.19972,-0.52143,-1.1728,-1.1495,-0.2888,-0.14922,-0.4749
YDR309C,1.1897,0.0065959,-0.73709,-1.5822,-1.954,-0.73709,1.3588,1.5954,0.61507,0.0404,-0.87231,-0.19623,0.8855,1.1221,0.37844,-0.36525,-0.60188,-0.8047,-0.12862,0.17562,0.24322
YGL028C,-0.70239,-1.2037,-1.1518,-1.9297,-1.7741,-0.89254,1.0262,1.1126,0.49033,0.075467,-0.77154,-0.30482,0.92247,1.3373,0.74961,0.36933,0.2829,-0.010962,0.23104,0.68047,0.90518
YHR149C,1.1318,1.1072,-0.12436,-2.0456,-1.1589,-0.17362,1.4274,1.5506,0.17122,-0.22288,-1.0357,-0.29677,0.36826,0.88551,0.41753,-0.59235,-0.51845,-0.56771,-0.19825,0.29437,-0.075095
YJL217W,-2.0361,-1.6245,-1.0258,-1.0071,0.17157,0.97606,1.4251,1.5747,0.88251,1.0883,-0.052933,0.4335,0.8451,1.3128,0.28383,-0.52066,-0.48324,-0.68904,-0.25873,-0.071642,0.24641
YLR457C,-0.27738,1.1587,0.69297,-1.5582,-0.47145,0.46009,1.7798,1.7021,0.38246,-0.31619,-0.85959,-0.47145,-0.044494,0.2272,-0.39382,-0.93722,-1.0148,-1.1313,-0.6267,-0.47145,-0.43263
YNL310C,0.69246,1.6754,-0.8197,-2.2941,-1.0087,-0.25264,1.2973,1.4485,0.011987,-0.25264,-0.8575,-0.063621,0.54124,1.4485,0.80587,-0.47946,-0.7819,-0.7819,0.20101,0.39003,0.1632
YDL022W,0.7792,-0.25637,0.67564,-1.4473,-1.7579,-1.3955,-1.0848,-0.25637,0.52031,1.0899,-0.56703,0.36497,0.46853,1.2452,1.2452,0.054304,0.36497,0.57209,0.83098,0.57209,1.0381
YDL103C,0.021839,1.1928,0.19403,-2.2856,-1.0802,-0.18479,1.3305,1.4683,0.22847,0.021839,-0.90801,0.090717,0.46955,1.1583,0.95169,-0.32255,-0.15036,-0.21923,0.36623,0.40067,0.19403
YDL127W,1.3629,1.4128,0.41538,-1.3301,-1.3301,0.091225,1.5873,1.6621,0.73953,-0.058384,-1.2553,-0.25786,0.49018,0.76446,0.16603,-0.73162,-0.8563,-1.1306,-0.3576,-0.15812,-0.40747
YDL156W,0.34353,0.81886,-0.18183,-1.9581,-1.7829,-0.2819,1.6694,1.4193,0.49363,-0.48204,-1.1075,-0.40699,0.34353,0.94394,0.66875,-0.20685,-0.55709,-0.432,0.11837,0.4436,0.06834
YDR279W,0.63174,1.6218,-0.596,-1.3485,-0.23956,0.51293,1.8199,1.503,0.19609,-0.43758,-0.43758,0.67134,0.71095,0.55253,-0.23956,-1.4673,-0.55639,-0.71481,-0.55639,-0.35837,-1.5861
YDR528W,2.9472,1.1083,-0.64884,-1.6704,-0.85315,-0.28106,1.1287,1.2513,0.045847,-0.48538,-0.91445,-0.34236,-0.15847,0.55664,0.49535,-0.36279,-0.36279,-0.60797,-0.2402,0.31146,0.12757
YGL037C,2.4446,1.0375,0.17159,-0.98293,-1.1633,-0.73038,-0.40567,-0.18919,-0.5139,0.24375,-0.98293,-0.18919,0.64062,1.1818,0.13552,-0.36959,-0.044878,0.4963,0.38807,0.17159,1.0014
YGR238C,0.54438,1.4652,-0.30273,-1.6287,-1.9233,-0.78154,0.50755,1.1705,-0.0080849,-0.74471,-1.2972,-0.41323,-0.044916,0.65487,0.39706,-0.33956,-0.19224,-0.19224,0.43389,0.83903,0.43389
YJL196C,-0.1389,-0.57698,-1.0151,-1.8912,0.096985,0.23178,1.8156,1.9504,-0.44219,0.56876,-0.40849,0.23178,0.50137,1.4449,0.33287,-0.84657,0.40027,0.063287,-0.0041096,0.63616,0.46767
YJR043C,0.37153,1.5655,-0.27975,-1.5099,-0.56921,0.44389,2.0721,1.8188,-0.098839,-1.0396,-1.4014,-0.71394,-0.062657,0.15444,-0.098839,-1.0758,-1.1481,-1.1481,-0.49684,-0.3883,-0.75012
YNL274C,0.58395,0.45109,-0.58525,-1.8342,-1.409,-1.1964,-0.16008,0.42451,-0.00064811,-0.10694,-0.98383,-0.58525,-0.16008,1.2748,1.7266,0.45109,0.37137,0.31822,0.84967,1.3546,1.0357
YPL014W,1.5126,0.33685,-1.2032,-2.0146,-2.1306,-0.92169,1.1317,1.2642,0.071894,-0.57394,-1.0542,-0.45802,0.73428,1.0324,0.7674,0.15469,-0.12682,-0.30898,0.45277,0.8502,0.71772
YBL010C,0.79748,0.71926,-0.25851,-1.3927,-0.96251,-0.14118,2.2055,1.8535,-0.64962,-0.64962,-1.8229,-0.53229,-0.37584,1.0713,-0.10207,-0.88428,-0.2194,-0.5714,-0.2194,0.093484,-0.29762
YDL105W,0.36898,1.0187,-0.033201,-1.2088,-1.5801,0.2143,2.0396,1.7921,0.46179,-0.77569,-1.1469,-0.71382,0.028673,0.64742,0.61648,-0.46632,-0.49726,-1.1469,-0.40445,-0.064138,-0.15695
YFR027W,1.5434,1.4789,-0.19646,-1.3778,-1.3993,0.27609,2.0374,1.6293,0.23313,-0.7764,-1.3134,-0.84084,0.19017,0.83455,-0.11054,-0.71196,-1.0771,-1.0127,-0.49717,-0.23942,0.23313
YGL207W,-0.60383,0.51135,-0.45514,-2.574,-1.1242,-0.86404,1.1433,1.6637,0.32549,0.21397,-0.60383,0.25114,0.21397,1.0318,0.88308,-0.49231,0.32549,-0.26928,-0.046239,0.51135,-0.046239
YGR041W,-0.21475,-0.42031,-1.0598,-2.0534,-2.179,-0.67155,1.3498,1.2813,0.37909,-0.21475,-1.037,-0.43173,0.82447,1.2698,0.99577,0.35625,-0.0091917,-0.37463,0.40193,0.96151,0.79021
YJR057W,-0.40901,1.7587,0.31355,-1.0413,1.0662,0.85547,1.9694,1.7286,-0.89072,-0.22837,-1.1316,-0.31869,-0.46922,1.0361,-1.1316,-2.4864,-1.0413,-1.1918,-1.252,-0.77029,-0.92082
YKL045W,1.4913,1.5091,-0.026125,-1.365,-1.3472,-0.13324,1.7412,1.527,0.080987,-0.32961,-1.0972,-0.57953,0.24165,0.84862,0.43802,-0.56168,-0.56168,-0.91872,-0.47242,0.13454,-0.16894
YKL108W,1.4883,1.5362,-0.13827,-1.5735,-1.5018,0.19662,1.7275,1.3927,0.12485,-0.59277,-1.1669,-0.64061,0.26838,0.53151,0.2923,-0.52101,-0.90374,-1.0951,-0.13827,-0.13827,-0.44924
YLR233C,0.65027,1.5092,0.51284,-1.9265,-0.93015,-0.071228,1.4061,1.681,0.27234,0.27234,-0.99887,0.031843,-0.20866,0.82205,0.44413,-0.6553,-0.27737,-0.62094,-0.071228,0.37541,-0.55223
YMR179W,1.4323,1.1991,-0.44746,-1.6861,-1.9629,-0.24345,1.7237,1.5197,0.51427,-0.50574,-1.176,-0.54946,0.48513,0.80571,0.48513,-0.31631,-0.66603,-0.78261,-0.024878,0.36856,-0.03945
YNL082W,1.4102,1.3169,-0.23109,-1.7231,-1.6299,-0.19379,1.8018,1.5594,0.048674,-0.4922,-1.3315,-0.51085,0.30978,0.73875,0.38439,-0.58545,-0.5668,-0.80926,-0.30569,0.23518,-0.32434
YNL309W,1.2031,1.0682,-0.37142,-1.6311,-2.1259,-0.034015,1.2031,1.2481,0.43835,-0.52888,-1.4511,-0.8213,0.46085,0.77576,0.55082,-0.011521,-0.75382,-0.59636,0.14594,0.46085,0.52833
YOR144C,0.6346,1.2566,-0.091019,-1.6718,-1.3868,-0.16876,1.9822,1.723,0.012641,-0.29834,-1.2313,-0.55749,0.14222,0.73826,0.4532,-0.55749,-0.47974,-0.68706,-0.24651,0.32362,-0.35017
YBL035C,1.4016,1.1922,-0.11235,-1.6263,-1.884,-0.57942,1.4016,1.5627,0.41914,-0.22509,-1.1914,-0.70826,0.35472,1.0473,0.70905,-0.19288,-0.35394,-0.75658,-0.16067,0.45136,0.16145
YBR098W,0.1561,2.3522,-0.032138,-1.0988,-0.91057,-0.47135,1.5365,1.5365,0.7208,0.34433,-0.094882,-0.28312,-0.47135,0.030607,-0.15763,-0.84782,-0.34586,-0.91057,0.030607,-0.72233,-1.287
YCL024W,1.4667,0.93406,-0.73982,-1.8177,-2.2108,-0.53693,1.3652,1.2511,0.27465,-0.41012,-1.2597,-0.72714,0.45218,0.99746,0.73116,0.14784,-0.23259,-0.41012,0.13516,0.65508,0.38878
YDL227C,-1.2829,-1.2408,-1.3565,-1.4091,-1.4722,-0.9569,1.3249,1.7245,0.80969,0.17876,-0.65196,-0.60989,0.52577,1.5563,1.1357,0.34701,0.11567,-0.33649,0.11567,0.87278,0.72556
YDR440W,0.093614,1.6099,0.18838,-1.4701,-0.66454,-0.14331,1.8468,2.2259,0.85177,-0.33285,-1.091,-0.19069,-0.61716,0.141,0.23577,-0.90146,-0.52239,-1.5175,-0.66454,-0.095925,-0.85408
YGR109C,1.7136,0.86036,-0.53177,-1.2952,-1.6657,-1.0145,1.7473,1.7024,0.42251,-0.28478,-0.99207,-0.8349,0.3327,0.78178,0.52356,-0.28478,-0.38582,-0.92471,-0.28478,0.32147,-0.049015
YGR152C,1.4077,2.1483,0.38619,-1.5292,-0.76303,-0.22673,1.9696,1.561,-0.17565,-0.43104,-1.1716,-0.45658,0.23296,0.69265,0.079729,-1.1206,-0.9418,-1.1461,-0.71196,-0.22673,-0.63534
YJL181W,1.6968,1.3007,-0.59646,-1.9725,-1.3262,-0.32544,1.6343,1.4258,-0.033561,-0.32544,-1.2011,-0.47137,0.028984,0.94631,0.59189,-0.36713,-0.1795,-0.51307,0.21662,0.65443,0.5085
YLR032W,0.67998,0.88696,-0.39628,-2.0107,-1.8244,-0.39628,1.5907,1.5493,0.18325,-0.43767,-1.2242,-0.52046,0.18325,0.96975,0.74208,-0.10652,-0.21,-0.43767,0.038366,0.67998,0.16255
YLR382C,-0.1327,1.3152,0.13056,-1.8878,-1.1419,-0.79086,0.96423,1.3152,0.21832,0.48158,-1.1419,-0.30821,0.086684,1.0959,1.0959,-0.57147,0.042807,-0.088825,0.65709,0.8326,-0.044947
YML020W,0.38639,1.0795,-0.20769,-1.7919,-0.95029,-0.60374,1.327,1.9211,0.53491,-0.25719,-1.3958,-0.80177,-0.40571,0.63393,0.53491,-0.20769,-0.15818,-0.60374,0.18837,0.4359,-0.55423
YML102W,0.68003,1.4301,0.32133,-1.8635,-1.3744,0.027838,1.5605,1.5605,0.093057,0.28872,-0.98307,-0.65697,0.41916,1.4627,0.68003,-0.26565,-0.78741,-0.62436,0.093057,0.32133,0.19089
YNL273W,0.70852,1.1065,-0.50337,-1.9866,-1.7695,-0.52146,1.4501,1.4501,0.31058,-0.30441,-1.1726,-0.43102,0.36485,1.0884,0.81704,-0.12353,-0.30441,-0.64808,0.039264,0.7266,0.23823
YNL304W,0.75537,1.1003,-0.049548,-1.6594,-1.1611,-0.011218,2.0202,1.637,-0.16454,-0.35618,-1.0461,-0.62449,-0.087878,1.1387,0.75537,-0.049548,-0.66282,-0.62449,0.29542,0.37208,0.37208
YOR033C,1.1459,1.3144,-0.089726,-1.9993,-1.213,-0.56712,1.876,1.7356,0.38767,0.27534,-0.73561,-0.25822,-0.061644,0.8089,0.64041,-0.45479,-0.14589,-0.67945,-0.20205,0.13493,-0.73561
YPR175W,1.3018,1.2687,-0.17298,-1.6643,-1.8135,-0.30554,1.5172,1.4841,0.25785,-0.25583,-1.3329,-0.6701,0.27442,0.9041,0.60583,-0.22269,-0.42154,-0.8358,-0.2724,0.42356,0.12529
YAR003W,0.1371,0.75254,0.01401,-2.6939,-0.43731,-0.92967,1.5321,1.5321,-0.51937,0.91666,-0.60143,0.54739,0.21916,1.0808,0.79357,-0.43731,0.21916,-0.027019,-0.15011,0.67048,-0.10908
YAR008W,1.1861,1.5828,0.14029,-1.5366,-1.1399,0.086198,2.0155,1.7451,-0.16624,-0.16624,-1.4284,-0.4367,0.086198,0.93366,0.24848,-0.88748,-0.70717,-1.1039,-0.56292,0.10423,-0.04002
YDL164C,0.7647,1.3025,-0.1316,-1.978,-1.8525,-0.4722,1.3563,1.5893,0.33447,-0.23916,-1.3864,-0.57976,0.2807,1.0157,0.67507,-0.18538,-0.25709,-0.66939,-0.1316,0.45996,0.10144
YDR481C,1.6337,1.3751,1.0426,-1.4328,-0.58301,-0.3244,1.3012,1.6706,0.30367,0.082,-1.1741,-0.65691,0.15589,1.2642,0.34062,-0.7308,-0.69385,-0.80469,-0.58301,-0.21356,0.19284
YER153C,-1.3359,-0.62631,-0.49326,-0.98111,-2.0899,-0.67066,0.57114,0.79289,1.1477,0.34939,-0.89241,-0.53761,0.70419,1.6355,1.8129,0.74854,-0.93676,0.083291,0.52679,0.97029,0.83724
YHR159W,0.39942,1.1688,0.033062,-1.7621,-1.4324,-0.58975,1.0955,1.2421,0.36279,-0.076847,-1.1027,-0.44321,-0.15012,1.0589,1.1321,-0.36994,-0.15012,-0.58975,0.14297,0.54597,0.36279
YIL101C,-0.1566,-0.020474,-0.76916,-1.1775,-1.8582,-1.7447,-1.1549,-0.36079,0.18371,-0.40616,-0.90529,-0.8826,-0.24735,0.41059,1.2047,1.0912,0.5694,0.86434,1.3408,1.5223,2.0895
YJL074C,0.84159,1.6585,-0.033683,-1.687,-1.6481,-0.26709,1.7169,1.7752,0.27753,-0.51995,-1.1035,-0.63665,0.10247,0.80269,0.41368,-0.51995,-0.6561,-1.084,-0.51995,0.044119,-0.38379
YJL078C,0.064933,-1.1065,-1.4141,-1.7691,-2.2424,-1.2011,0.69204,1.1535,0.72754,0.10043,-0.60951,-0.73966,0.58555,1.2718,1.0588,0.76304,0.15959,-0.065222,0.33708,0.81037,1.0943
YNL233W,1.3933,1.7202,-0.13236,-1.6362,-1.5272,-0.32852,1.2407,1.6984,0.4561,-0.59006,-1.0913,-0.67724,-0.088775,0.58687,0.56507,-0.32852,-0.59006,-0.96057,-0.19775,0.10738,-0.13236
YPR120C,1.64,1.4285,-0.10443,-1.4436,-1.3731,-0.40398,1.8162,1.6752,0.58276,-0.19254,-1.1264,-0.79163,0.17749,0.77659,0.33608,-0.43922,-0.89735,-1.1264,-0.43922,0.01891,-0.2454
YPR174C,1.675,1.5115,0.32018,-1.6653,-1.5251,-0.28714,1.2078,1.418,0.57712,-0.076911,-1.0813,-0.7543,-0.030195,0.88078,0.57712,-0.14699,-0.68423,-1.0813,-0.38057,-0.14699,-0.31049
YPR184W,0.65862,0.70333,0.032713,-1.6215,-1.2638,-1.1297,-0.74968,0.14448,0.16684,-0.14612,-1.1297,-0.57084,-0.79438,0.77039,1.3069,0.39038,0.65862,0.30096,0.92687,1.3739,1.3963
YDR097C,0.74971,1.3018,-0.056046,-1.772,-1.9212,-0.6529,1.451,1.7047,0.57065,-0.19034,-1.205,-0.74243,0.093168,0.91384,0.70495,-0.20526,-0.48877,-0.83196,-0.22018,0.42144,-0.085889
YER124C,-0.22461,-0.9651,-1.2363,-1.8307,-1.8829,-1.6952,0.90176,1.1521,0.38029,0.18213,-0.79823,-0.75652,0.48459,1.1834,1.0582,0.57845,0.62017,0.19256,0.349,0.97477,0.9852
YGL126W,0.32661,1.734,1.9045,-0.44103,-0.27044,0.028084,0.36926,0.79573,0.28396,0.92367,-0.1425,-0.27044,0.15602,1.0516,0.71043,-0.48368,-1.166,-0.39838,-0.18515,-0.39838,0.36926
YJL115W,1.2198,1.3203,0.31475,-1.8975,-1.9143,-0.28859,1.3371,1.5214,0.64994,-0.55674,-1.4115,-0.95897,-0.037198,0.59966,0.41531,-0.053957,-0.69082,-0.84165,-0.42267,0.18068,-0.070717
YJR154W,0.46156,0.94514,0.65499,-1.2793,-1.4405,-0.022016,1.5254,1.7833,0.39708,-0.27992,-1.1181,-0.73126,-0.054255,0.9129,0.81618,-0.24769,-0.40888,-0.82798,-0.11873,0.074699,0.04246
YJR155W,1.8279,1.5932,0.085017,-1.7584,-0.48476,-0.35069,1.4927,1.5262,0.017984,-0.082564,-1.2891,-0.11608,-0.18311,1.057,0.75534,-0.45124,-0.51828,-0.55179,-0.25015,0.35315,-0.38421
YLL002W,0.52042,1.7397,0.3279,-1.6294,-0.92345,-0.24965,1.7397,1.6114,0.1033,0.16747,-0.89137,-0.60259,-0.025043,0.64877,0.19956,-0.3459,-0.60259,-0.8272,-0.24965,0.23165,-0.37799
YLR212C,0.5967,0.95647,-0.23355,-2.2815,-1.5343,-1.1191,1.2055,1.9251,0.45832,0.2646,-0.7317,-0.15052,0.18157,1.2886,1.0395,-0.12285,-0.15052,-0.7317,-0.01215,0.62437,0.5967
YMR011W,-0.47306,-0.16682,1.5277,0.037347,-0.41182,-0.064735,1.4461,1.7932,0.62943,0.28234,-1.351,0.037347,0.81317,1.4053,0.30276,-0.84056,-1.1264,-1.5347,-0.6364,-0.16682,-0.57515
YNL015W,-1.008,-0.56979,-1.126,-1.7328,-1.5811,-0.68777,0.98089,1.3686,0.15499,-0.43495,-0.89004,-0.95746,-0.13155,0.98089,-0.13155,-0.70463,-0.26639,-0.92375,-0.55293,0.07071,0.66064
YNL077W,1.6863,0.97225,0.30018,-1.926,-0.66592,-0.53991,1.1403,1.0142,-0.035857,-0.11987,-1.296,-0.077862,0.21617,1.2663,0.80423,-0.4559,-0.53991,-0.37189,0.34218,0.46819,-0.53991
YNL262W,-0.46755,1.0617,0.24323,-2.0399,-1.846,-0.5537,1.2986,1.7725,0.58785,-0.12293,-1.1783,-0.61832,0.027843,0.95401,0.86785,-0.16601,-0.20908,-0.6614,-0.036773,0.45862,0.092459
YOR284W,1.9132,2.4952,0.36135,-1.6755,-0.8268,-0.2206,1.307,1.4525,0.094626,-0.099357,-1.5057,-0.41458,-0.24484,0.77357,0.31286,-0.99653,-0.29334,-0.7298,-0.41458,0.28861,-0.075109
YPL267W,1.4203,1.1107,-0.065533,-1.4399,-1.6876,-0.53604,1.6803,1.507,0.26878,-0.62272,-1.2047,-1.217,-0.090297,0.86311,-0.18935,-0.74654,-0.80844,-1.0561,-0.43699,0.0087579,0.21925
YPR135W,0.84455,1.5371,0.25856,-1.5527,-0.91341,-0.56715,1.4838,1.9633,0.57819,-0.11434,-1.1531,-0.62042,-0.087703,0.97773,0.6581,-0.40733,-0.32743,-0.83351,-0.40733,0.2852,-0.3807
YAR007C,1.3544,1.401,0.066246,-1.9049,-2.1377,-0.74082,1.1682,1.3389,0.37666,-0.042397,-1.2375,-0.61666,0.25249,1.0285,0.74915,-0.073438,-0.13552,-0.46145,-0.18208,0.37666,0.53186
YBR073W,0.9112,0.99959,0.086234,-1.7994,-1.6226,-1.0039,1.5299,1.7067,0.61657,0.3514,-0.97444,-0.62088,-0.41464,0.79335,0.76389,-0.29679,0.1157,-0.65035,-0.12001,0.43979,-0.29679
YCL061C,0.76695,1.4446,-0.10123,-1.7105,-2.1764,-0.86353,1.254,1.614,0.70343,-0.2071,-1.2235,-0.94823,-0.14358,0.7246,0.68225,0.0046482,-0.4612,-0.86353,-0.14358,0.11052,-0.037702
YDR307W,-0.38572,0.84781,0.21523,-2.6946,-1.2081,-1.0183,0.84781,1.7334,-0.22757,0.21523,-0.82852,-0.0378,-0.16432,0.97433,0.87944,-0.29083,0.53152,0.025457,0.088715,0.84781,0.59478
YER170W,-0.14033,2.471,0.12522,-1.6009,-0.27311,-0.67145,1.4087,1.3202,-0.53867,0.30226,-0.84848,-0.62719,-0.051816,0.92189,0.4793,-0.62719,-0.27311,-0.096075,0.43504,0.56781,0.34652
